"","year3","jd","mean_airt","datetime"
"70",2009,70,3.93854166666667,2009-03-11 00:15:00
"71",2009,71,-3.26354166666667,2009-03-12 00:15:00
"72",2009,72,-4.18229166666667,2009-03-13 00:15:00
"73",2009,73,0.990625,2009-03-14 00:15:00
"74",2009,74,4.58125,2009-03-15 00:15:00
"75",2009,75,2.3375,2009-03-16 00:15:00
"76",2009,76,3.78854166666667,2009-03-17 00:15:00
"77",2009,77,6.365625,2009-03-18 00:15:00
"78",2009,78,3.67916666666667,2009-03-19 00:15:00
"79",2009,79,-0.540625,2009-03-20 00:15:00
"80",2009,80,-0.141666666666667,2009-03-21 00:15:00
"81",2009,81,0.702083333333333,2009-03-22 00:15:00
"82",2009,82,-5.446875,2009-03-23 00:15:00
"83",2009,83,-1.09583333333333,2009-03-24 00:15:00
"84",2009,84,3.084375,2009-03-25 00:15:00
"85",2009,85,3.52083333333333,2009-03-26 00:15:00
"86",2009,86,7.60833333333333,2009-03-27 00:15:00
"87",2009,87,9.46875,2009-03-28 00:15:00
"88",2009,88,3.56145833333333,2009-03-29 00:15:00
"89",2009,89,2.825,2009-03-30 00:15:00
"90",2009,90,4.97395833333333,2009-03-31 00:15:00
"91",2009,91,3.54166666666667,2009-04-01 00:15:00
"92",2009,92,9.70729166666667,2009-04-02 00:15:00
"93",2009,93,10.146875,2009-04-03 00:15:00
"94",2009,94,4.53645833333333,2009-04-04 00:15:00
"95",2009,95,4.89375,2009-04-05 00:15:00
"96",2009,96,2.90208333333333,2009-04-06 00:15:00
"97",2009,97,1.80625,2009-04-07 00:15:00
"98",2009,98,1.14166666666667,2009-04-08 00:15:00
"99",2009,99,6.08333333333333,2009-04-09 00:15:00
"100",2009,100,7.765625,2009-04-10 00:15:00
"101",2009,101,4.32916666666667,2009-04-11 00:15:00
"102",2009,102,-0.413541666666667,2009-04-12 00:15:00
"103",2009,103,2.62708333333333,2009-04-13 00:15:00
"104",2009,104,7.64270833333333,2009-04-14 00:15:00
"105",2009,105,6.64791666666667,2009-04-15 00:15:00
"106",2009,106,7.5375,2009-04-16 00:15:00
"107",2009,107,10.034375,2009-04-17 00:15:00
"108",2009,108,10.5427083333333,2009-04-18 00:15:00
"109",2009,109,8.19375,2009-04-19 00:15:00
"110",2009,110,4.67083333333333,2009-04-20 00:15:00
"111",2009,111,7.77916666666667,2009-04-21 00:15:00
"112",2009,112,8.503125,2009-04-22 00:15:00
"113",2009,113,5.63229166666667,2009-04-23 00:15:00
"114",2009,114,11.1979166666667,2009-04-24 00:15:00
"115",2009,115,19.775,2009-04-25 00:15:00
"116",2009,116,21.1510416666667,2009-04-26 00:15:00
"117",2009,117,20.18125,2009-04-27 00:15:00
"118",2009,118,22.00625,2009-04-28 00:15:00
"119",2009,119,10.7145833333333,2009-04-29 00:15:00
"120",2009,120,11.3385416666667,2009-04-30 00:15:00
"121",2009,121,13.6635416666667,2009-05-01 00:15:00
"122",2009,122,12.1645833333333,2009-05-02 00:15:00
"123",2009,123,10.071875,2009-05-03 00:15:00
"124",2009,124,12.5,2009-05-04 00:15:00
"125",2009,125,9.08229166666667,2009-05-05 00:15:00
"126",2009,126,11.6260416666667,2009-05-06 00:15:00
"127",2009,127,13.4260416666667,2009-05-07 00:15:00
"128",2009,128,15.6125,2009-05-08 00:15:00
"129",2009,129,16.271875,2009-05-09 00:15:00
"130",2009,130,10.9489583333333,2009-05-10 00:15:00
"131",2009,131,10.6479166666667,2009-05-11 00:15:00
"132",2009,132,11.3020833333333,2009-05-12 00:15:00
"133",2009,133,12.7833333333333,2009-05-13 00:15:00
"134",2009,134,11.734375,2009-05-14 00:15:00
"135",2009,135,16.334375,2009-05-15 00:15:00
"136",2009,136,16.621875,2009-05-16 00:15:00
"137",2009,137,10.70625,2009-05-17 00:15:00
"138",2009,138,6.984375,2009-05-18 00:15:00
"139",2009,139,11.5041666666667,2009-05-19 00:15:00
"140",2009,140,17.75625,2009-05-20 00:15:00
"141",2009,141,21.121875,2009-05-21 00:15:00
"142",2009,142,21.003125,2009-05-22 00:15:00
"143",2009,143,15.6041666666667,2009-05-23 00:15:00
"144",2009,144,17.0135416666667,2009-05-24 00:15:00
"145",2009,145,16.8302083333333,2009-05-25 00:15:00
"146",2009,146,10.571875,2009-05-26 00:15:00
"147",2009,147,8.034375,2009-05-27 00:15:00
"148",2009,148,7.52708333333333,2009-05-28 00:15:00
"149",2009,149,12.7020833333333,2009-05-29 00:15:00
"150",2009,150,16.0697916666667,2009-05-30 00:15:00
"151",2009,151,12.8802083333333,2009-05-31 00:15:00
"152",2009,152,10.909375,2009-06-01 00:15:00
"153",2009,153,16.7125,2009-06-02 00:15:00
"154",2009,154,13.8604166666667,2009-06-03 00:15:00
"155",2009,155,15.740625,2009-06-04 00:15:00
"156",2009,156,14.3479166666667,2009-06-05 00:15:00
"157",2009,157,16.696875,2009-06-06 00:15:00
"158",2009,158,17.91875,2009-06-07 00:15:00
"159",2009,159,17.2552083333333,2009-06-08 00:15:00
"160",2009,160,11.4552083333333,2009-06-09 00:15:00
"161",2009,161,13.4947916666667,2009-06-10 00:15:00
"162",2009,162,13.1145833333333,2009-06-11 00:15:00
"163",2009,163,17.628125,2009-06-12 00:15:00
"164",2009,164,18.8083333333333,2009-06-13 00:15:00
"165",2009,165,14.3958333333333,2009-06-14 00:15:00
"166",2009,166,13.0864583333333,2009-06-15 00:15:00
"167",2009,167,13.41875,2009-06-16 00:15:00
"168",2009,168,14.5229166666667,2009-06-17 00:15:00
"169",2009,169,13.9614583333333,2009-06-18 00:15:00
"170",2009,170,17.8197916666667,2009-06-19 00:15:00
"171",2009,171,18.265625,2009-06-20 00:15:00
"172",2009,172,17.0677083333333,2009-06-21 00:15:00
"173",2009,173,15.8083333333333,2009-06-22 00:15:00
"174",2009,174,17.0489583333333,2009-06-23 00:15:00
"175",2009,175,17.315625,2009-06-24 00:15:00
"176",2009,176,20.3197916666667,2009-06-25 00:15:00
"177",2009,177,18.9041666666667,2009-06-26 00:15:00
"178",2009,178,19.1104166666667,2009-06-27 00:15:00
"179",2009,179,17.871875,2009-06-28 00:15:00
"180",2009,180,18.984375,2009-06-29 00:15:00
"181",2009,181,18.0645833333333,2009-06-30 00:15:00
"182",2009,182,16.2510416666667,2009-07-01 00:15:00
"183",2009,183,15.1010416666667,2009-07-02 00:15:00
"184",2009,184,18.4072916666667,2009-07-03 00:15:00
"185",2009,185,17.4864583333333,2009-07-04 00:15:00
"186",2009,186,16.8416666666667,2009-07-05 00:15:00
"187",2009,187,18.396875,2009-07-06 00:15:00
"188",2009,188,16.1166666666667,2009-07-07 00:15:00
"189",2009,189,15.2157894736842,2009-07-08 00:15:00
"190",2009,190,13.984375,2009-07-09 00:15:00
"191",2009,191,17.859375,2009-07-10 00:15:00
"192",2009,192,18.1197916666667,2009-07-11 00:15:00
"193",2009,193,18.2291666666667,2009-07-12 00:15:00
"194",2009,194,16.521875,2009-07-13 00:15:00
"195",2009,195,15.696875,2009-07-14 00:15:00
"196",2009,196,17.690625,2009-07-15 00:15:00
"197",2009,197,20.3458333333333,2009-07-16 00:15:00
"198",2009,198,20.865625,2009-07-17 00:15:00
"199",2009,199,20.559375,2009-07-18 00:15:00
"200",2009,200,18.5208333333333,2009-07-19 00:15:00
"201",2009,201,19.84375,2009-07-20 00:15:00
"202",2009,202,16.1520833333333,2009-07-21 00:15:00
"203",2009,203,18.3791666666667,2009-07-22 00:15:00
"204",2009,204,18.2875,2009-07-23 00:15:00
"205",2009,205,17.20625,2009-07-24 00:15:00
"206",2009,206,20.2072916666667,2009-07-25 00:15:00
"207",2009,207,21.65625,2009-07-26 00:15:00
"208",2009,208,22.0875,2009-07-27 00:15:00
"209",2009,209,23.021875,2009-07-28 00:15:00
"210",2009,210,22.85625,2009-07-29 00:15:00
"211",2009,211,21.6447916666667,2009-07-30 00:15:00
"212",2009,212,18.734375,2009-07-31 00:15:00
"213",2009,213,21.11875,2009-08-01 00:15:00
"214",2009,214,20.0729166666667,2009-08-02 00:15:00
"215",2009,215,20.9041666666667,2009-08-03 00:15:00
"216",2009,216,21.2041666666667,2009-08-04 00:15:00
"217",2009,217,21.5510416666667,2009-08-05 00:15:00
"218",2009,218,18.5145833333333,2009-08-06 00:15:00
"219",2009,219,17.0802083333333,2009-08-07 00:15:00
"220",2009,220,15.2958333333333,2009-08-08 00:15:00
"221",2009,221,16.275,2009-08-09 00:15:00
"222",2009,222,22.4291666666667,2009-08-10 00:15:00
"223",2009,223,23.3385416666667,2009-08-11 00:15:00
"224",2009,224,19.64375,2009-08-12 00:15:00
"225",2009,225,17.3322916666667,2009-08-13 00:15:00
"226",2009,226,21.0020833333333,2009-08-14 00:15:00
"227",2009,227,23.109375,2009-08-15 00:15:00
"228",2009,228,23.9958333333333,2009-08-16 00:15:00
"229",2009,229,24.515625,2009-08-17 00:15:00
"230",2009,230,24.915625,2009-08-18 00:15:00
"231",2009,231,23.4197916666667,2009-08-19 00:15:00
"232",2009,232,23.5927083333333,2009-08-20 00:15:00
"233",2009,233,24.1427083333333,2009-08-21 00:15:00
"234",2009,234,22.2083333333333,2009-08-22 00:15:00
"235",2009,235,22.10625,2009-08-23 00:15:00
"236",2009,236,21.1958333333333,2009-08-24 00:15:00
"237",2009,237,20.928125,2009-08-25 00:15:00
"238",2009,238,20.5354166666667,2009-08-26 00:15:00
"239",2009,239,15.25625,2009-08-27 00:15:00
"240",2009,240,15.6552083333333,2009-08-28 00:15:00
"241",2009,241,12.0697916666667,2009-08-29 00:15:00
"242",2009,242,17.0625,2009-08-30 00:15:00
"243",2009,243,14.1802083333333,2009-08-31 00:15:00
"244",2009,244,14.2239583333333,2009-09-01 00:15:00
"245",2009,245,15.978125,2009-09-02 00:15:00
"246",2009,246,17.3541666666667,2009-09-03 00:15:00
"247",2009,247,19.15,2009-09-04 00:15:00
"248",2009,248,18.7041666666667,2009-09-05 00:15:00
"249",2009,249,13.596875,2009-09-06 00:15:00
"250",2009,250,14.0135416666667,2009-09-07 00:15:00
"251",2009,251,17.2270833333333,2009-09-08 00:15:00
"252",2009,252,15.9177083333333,2009-09-09 00:15:00
"253",2009,253,12.5114583333333,2009-09-10 00:15:00
"254",2009,254,11.7552083333333,2009-09-11 00:15:00
"255",2009,255,15.4416666666667,2009-09-12 00:15:00
"256",2009,256,17.740625,2009-09-13 00:15:00
"257",2009,257,15.3791666666667,2009-09-14 00:15:00
"258",2009,258,16.096875,2009-09-15 00:15:00
"259",2009,259,11.9302083333333,2009-09-16 00:15:00
"260",2009,260,9.85,2009-09-17 00:15:00
"261",2009,261,12.834375,2009-09-18 00:15:00
"262",2009,262,10.0604166666667,2009-09-19 00:15:00
"263",2009,263,11.7729166666667,2009-09-20 00:15:00
"264",2009,264,14.4875,2009-09-21 00:15:00
"265",2009,265,17.0291666666667,2009-09-22 00:15:00
"266",2009,266,19.959375,2009-09-23 00:15:00
"267",2009,267,18.4385416666667,2009-09-24 00:15:00
"268",2009,268,11.0197916666667,2009-09-25 00:15:00
"269",2009,269,9.61875,2009-09-26 00:15:00
"270",2009,270,13.88125,2009-09-27 00:15:00
"271",2009,271,15.6729166666667,2009-09-28 00:15:00
"272",2009,272,12.871875,2009-09-29 00:15:00
"273",2009,273,8.43645833333333,2009-09-30 00:15:00
"274",2009,274,5.68645833333333,2009-10-01 00:15:00
"275",2009,275,8.41979166666667,2009-10-02 00:15:00
"276",2009,276,13.171875,2009-10-03 00:15:00
"277",2009,277,14.68125,2009-10-04 00:15:00
"278",2009,278,11.065625,2009-10-05 00:15:00
"279",2009,279,10.5958333333333,2009-10-06 00:15:00
"280",2009,280,11.6177083333333,2009-10-07 00:15:00
"281",2009,281,10.2489583333333,2009-10-08 00:15:00
"282",2009,282,11.2729166666667,2009-10-09 00:15:00
"283",2009,283,10.2489583333333,2009-10-10 00:15:00
"284",2009,284,6.075,2009-10-11 00:15:00
"285",2009,285,4.85625,2009-10-12 00:15:00
"286",2009,286,4.63854166666667,2009-10-13 00:15:00
"287",2009,287,2.30625,2009-10-14 00:15:00
"288",2009,288,0.895833333333333,2009-10-15 00:15:00
"289",2009,289,1.78229166666667,2009-10-16 00:15:00
"290",2009,290,3.69895833333333,2009-10-17 00:15:00
"291",2009,291,1.59375,2009-10-18 00:15:00
"292",2009,292,3.11458333333333,2009-10-19 00:15:00
"293",2009,293,7.90416666666667,2009-10-20 00:15:00
"294",2009,294,11.790625,2009-10-21 00:15:00
"295",2009,295,14.6177083333333,2009-10-22 00:15:00
"296",2009,296,3.86354166666667,2009-10-23 00:15:00
"297",2009,297,11.3677083333333,2009-10-24 00:15:00
"298",2009,298,9.48645833333333,2009-10-25 00:15:00
"299",2009,299,6.79479166666667,2009-10-26 00:15:00
"300",2009,300,6.15625,2009-10-27 00:15:00
"301",2009,301,6.26770833333333,2009-10-28 00:15:00
"302",2009,302,7.178125,2009-10-29 00:15:00
"303",2009,303,8.0875,2009-10-30 00:15:00
"304",2009,304,13.2416666666667,2009-10-31 00:15:00
"305",2009,305,8.31145833333333,2009-11-01 00:15:00
"306",2009,306,5.33333333333333,2009-11-02 00:15:00
"307",2009,307,5.05833333333333,2009-11-03 00:15:00
"308",2009,308,2.865625,2009-11-04 00:15:00
"309",2009,309,2.78020833333333,2009-11-05 00:15:00
"310",2009,310,1.27708333333333,2009-11-06 00:15:00
"311",2009,311,2.23854166666667,2009-11-07 00:15:00
"312",2009,312,9.30729166666667,2009-11-08 00:15:00
"313",2009,313,11.6260416666667,2009-11-09 00:15:00
"314",2009,314,11.9239583333333,2009-11-10 00:15:00
"315",2009,315,5.87916666666667,2009-11-11 00:15:00
"316",2009,316,4.7375,2009-11-12 00:15:00
"317",2009,317,5.628125,2009-11-13 00:15:00
"318",2009,318,8.65208333333333,2009-11-14 00:15:00
"319",2009,319,12.0614583333333,2009-11-15 00:15:00
"320",2009,320,8.21145833333333,2009-11-16 00:15:00
"321",2009,321,2.92083333333333,2009-11-17 00:15:00
"322",2009,322,1.31979166666667,2009-11-18 00:15:00
"323",2009,323,7.46041666666667,2009-11-19 00:15:00
"324",2009,324,9.85208333333333,2009-11-20 00:15:00
"325",2009,325,6.73645833333333,2009-11-21 00:15:00
"326",2009,326,4.92083333333333,2009-11-22 00:15:00
"327",2009,327,4.27708333333333,2009-11-23 00:15:00
"328",2009,328,5.73020833333333,2009-11-24 00:15:00
"329",2009,329,6.73645833333333,2009-11-25 00:15:00
"330",2009,330,6.52291666666667,2009-11-26 00:15:00
"331",2009,331,4.14895833333333,2009-11-27 00:15:00
"332",2009,332,4.64791666666667,2009-11-28 00:15:00
"333",2009,333,5.09375,2009-11-29 00:15:00
"334",2009,334,5.20208333333333,2009-11-30 00:15:00
"335",2009,335,-0.534375,2009-12-01 00:15:00
"336",2009,336,4.065625,2009-12-02 00:15:00
"337",2009,337,12.1895833333333,2009-12-03 00:15:00
"338",2009,338,4.67083333333333,2009-12-04 00:15:00
"339",2009,339,0.436458333333333,2009-12-05 00:15:00
"340",2009,340,-3.00833333333333,2009-12-06 00:15:00
"341",2009,341,-2.74895833333333,2009-12-07 00:15:00
"342",2009,342,-2.97604166666667,2009-12-08 00:15:00
"343",2009,343,-0.90625,2009-12-09 00:15:00
"344",2009,344,-0.395833333333333,2009-12-10 00:15:00
"345",2009,345,-7.36875,2009-12-11 00:15:00
"346",2009,346,-7.20625,2009-12-12 00:15:00
"347",2009,347,-1.61041666666667,2009-12-13 00:15:00
"348",2009,348,1.7,2009-12-14 00:15:00
"349",2009,349,2.5875,2009-12-15 00:15:00
"350",2009,350,-4.46145833333333,2009-12-16 00:15:00
"351",2009,351,-11.8145833333333,2009-12-17 00:15:00
"352",2009,352,-12.5125,2009-12-18 00:15:00
"353",2009,353,-9.54479166666667,2009-12-19 00:15:00
"354",2009,354,-8.42708333333333,2009-12-20 00:15:00
"355",2009,355,-6.23333333333333,2009-12-21 00:15:00
"356",2009,356,-8.77916666666667,2009-12-22 00:15:00
"357",2009,357,-10.4197916666667,2009-12-23 00:15:00
"358",2009,358,-3.81145833333333,2009-12-24 00:15:00
"359",2009,359,-3.27395833333333,2009-12-25 00:15:00
"360",2009,360,-0.885416666666667,2009-12-26 00:15:00
"361",2009,361,4.31979166666667,2009-12-27 00:15:00
"362",2009,362,-2.42083333333333,2009-12-28 00:15:00
"363",2009,363,-11.3135416666667,2009-12-29 00:15:00
"364",2009,364,-10.9979166666667,2009-12-30 00:15:00
"365",2009,365,-4.65894736842105,2009-12-31 00:15:00
"366",2009,366,-17.3,2009-01-01 00:00:00
"367",2010,1,-2.83854166666667,2010-01-01 00:15:00
"368",2010,2,-4.675,2010-01-02 00:15:00
"369",2010,3,-10.784375,2010-01-03 00:15:00
"370",2010,4,-6.67916666666667,2010-01-04 00:15:00
"371",2010,5,-6.18958333333333,2010-01-05 00:15:00
"372",2010,6,-6.80833333333333,2010-01-06 00:15:00
"373",2010,7,-4.72395833333333,2010-01-07 00:15:00
"374",2010,8,-7.284375,2010-01-08 00:15:00
"375",2010,9,-9.421875,2010-01-09 00:15:00
"376",2010,10,-12.0729166666667,2010-01-10 00:15:00
"377",2010,11,-6.95520833333333,2010-01-11 00:15:00
"378",2010,12,-7,2010-01-12 00:15:00
"379",2010,13,-9.45104166666667,2010-01-13 00:15:00
"380",2010,14,-3.253125,2010-01-14 00:15:00
"381",2010,15,0.222916666666667,2010-01-15 00:15:00
"382",2010,16,0.166666666666667,2010-01-16 00:15:00
"383",2010,17,-0.539583333333333,2010-01-17 00:15:00
"384",2010,18,-0.680208333333333,2010-01-18 00:15:00
"385",2010,19,-0.228125,2010-01-19 00:15:00
"386",2010,20,-1.15104166666667,2010-01-20 00:15:00
"387",2010,21,-2.73958333333333,2010-01-21 00:15:00
"388",2010,22,-3.253125,2010-01-22 00:15:00
"389",2010,23,-4.90729166666667,2010-01-23 00:15:00
"390",2010,24,-1.38541666666667,2010-01-24 00:15:00
"391",2010,25,8.70520833333333,2010-01-25 00:15:00
"392",2010,26,0.714583333333333,2010-01-26 00:15:00
"393",2010,27,-1.975,2010-01-27 00:15:00
"394",2010,28,-5.53125,2010-01-28 00:15:00
"395",2010,29,-13.778125,2010-01-29 00:15:00
"396",2010,30,-14.5229166666667,2010-01-30 00:15:00
"397",2010,31,-10.7802083333333,2010-01-31 00:15:00
"398",2010,32,-7.10208333333333,2010-02-01 00:15:00
"399",2010,33,-7.15208333333333,2010-02-02 00:15:00
"400",2010,34,-5.346875,2010-02-03 00:15:00
"401",2010,35,-6.21666666666667,2010-02-04 00:15:00
"402",2010,36,-6.15625,2010-02-05 00:15:00
"403",2010,37,-9.03854166666667,2010-02-06 00:15:00
"404",2010,38,-8.95,2010-02-07 00:15:00
"405",2010,39,-7.03020833333333,2010-02-08 00:15:00
"406",2010,40,-4.73020833333333,2010-02-09 00:15:00
"407",2010,41,-2.76145833333333,2010-02-10 00:15:00
"408",2010,42,-2.325,2010-02-11 00:15:00
"409",2010,43,-4.80520833333333,2010-02-12 00:15:00
"410",2010,44,-5.95729166666667,2010-02-13 00:15:00
"411",2010,45,-3.40104166666667,2010-02-14 00:15:00
"412",2010,46,-2.515625,2010-02-15 00:15:00
"413",2010,47,-3.46770833333333,2010-02-16 00:15:00
"414",2010,48,-3.609375,2010-02-17 00:15:00
"415",2010,49,-0.709375,2010-02-18 00:15:00
"416",2010,50,-0.810416666666667,2010-02-19 00:15:00
"417",2010,51,0.516666666666667,2010-02-20 00:15:00
"418",2010,52,-1.50833333333333,2010-02-21 00:15:00
"419",2010,53,-0.0197916666666666,2010-02-22 00:15:00
"420",2010,54,-0.196875,2010-02-23 00:15:00
"421",2010,55,0.897916666666667,2010-02-24 00:15:00
"422",2010,56,3.06979166666667,2010-02-25 00:15:00
"423",2010,57,-0.422916666666667,2010-02-26 00:15:00
"424",2010,58,-0.832291666666667,2010-02-27 00:15:00
"425",2010,59,-1.41666666666667,2010-02-28 00:15:00
"426",2010,60,1.53854166666667,2010-03-01 00:15:00
"427",2010,61,3.6125,2010-03-02 00:15:00
"428",2010,62,0.0270833333333333,2010-03-03 00:15:00
"429",2010,63,0.576041666666667,2010-03-04 00:15:00
"430",2010,64,0.740625,2010-03-05 00:15:00
"431",2010,65,2.50520833333333,2010-03-06 00:15:00
"432",2010,66,3.69270833333333,2010-03-07 00:15:00
"433",2010,67,4.79895833333333,2010-03-08 00:15:00
"434",2010,68,2.540625,2010-03-09 00:15:00
"435",2010,69,3.60416666666667,2010-03-10 00:15:00
"436",2010,70,2.98020833333333,2010-03-11 00:15:00
"437",2010,71,2.828125,2010-03-12 00:15:00
"438",2010,72,0.995833333333333,2010-03-13 00:15:00
"439",2010,73,2.80217391304348,2010-03-14 00:15:00
"440",2010,74,2.41666666666667,2010-03-15 00:15:00
"441",2010,75,6.69270833333333,2010-03-16 00:15:00
"442",2010,76,8.81041666666667,2010-03-17 00:15:00
"443",2010,77,9.86770833333333,2010-03-18 00:15:00
"444",2010,78,11.2833333333333,2010-03-19 00:15:00
"445",2010,79,12.2166666666667,2010-03-20 00:15:00
"446",2010,80,7.778125,2010-03-21 00:15:00
"447",2010,81,4.58541666666667,2010-03-22 00:15:00
"448",2010,82,3.99375,2010-03-23 00:15:00
"449",2010,83,4.40104166666667,2010-03-24 00:15:00
"450",2010,84,7.80833333333333,2010-03-25 00:15:00
"451",2010,85,-0.321875,2010-03-26 00:15:00
"452",2010,86,-2.14583333333333,2010-03-27 00:15:00
"453",2010,87,1.57604166666667,2010-03-28 00:15:00
"454",2010,88,8.68854166666667,2010-03-29 00:15:00
"455",2010,89,5.73333333333333,2010-03-30 00:15:00
"456",2010,90,7.11666666666667,2010-03-31 00:15:00
"457",2010,91,9.6,2010-04-01 00:15:00
"458",2010,92,14.2135416666667,2010-04-02 00:15:00
"459",2010,93,15.053125,2010-04-03 00:15:00
"460",2010,94,13.8333333333333,2010-04-04 00:15:00
"461",2010,95,14.065625,2010-04-05 00:15:00
"462",2010,96,12.071875,2010-04-06 00:15:00
"463",2010,97,18.0979166666667,2010-04-07 00:15:00
"464",2010,98,14.06875,2010-04-08 00:15:00
"465",2010,99,6.36979166666667,2010-04-09 00:15:00
"466",2010,100,5.81666666666667,2010-04-10 00:15:00
"467",2010,101,11.184375,2010-04-11 00:15:00
"468",2010,102,7.37916666666667,2010-04-12 00:15:00
"469",2010,103,7.11875,2010-04-13 00:15:00
"470",2010,104,9.39479166666667,2010-04-14 00:15:00
"471",2010,105,9.353125,2010-04-15 00:15:00
"472",2010,106,3.23645833333333,2010-04-16 00:15:00
"473",2010,107,3.196875,2010-04-17 00:15:00
"474",2010,108,4.340625,2010-04-18 00:15:00
"475",2010,109,7.040625,2010-04-19 00:15:00
"476",2010,110,10.8635416666667,2010-04-20 00:15:00
"477",2010,111,12.8604166666667,2010-04-21 00:15:00
"478",2010,112,11.884375,2010-04-22 00:15:00
"479",2010,113,9.47604166666667,2010-04-23 00:15:00
"480",2010,114,11.4697916666667,2010-04-24 00:15:00
"481",2010,115,10.5958333333333,2010-04-25 00:15:00
"482",2010,116,10.2677083333333,2010-04-26 00:15:00
"483",2010,117,4.65416666666667,2010-04-27 00:15:00
"484",2010,118,1.80104166666667,2010-04-28 00:15:00
"485",2010,119,7.11041666666667,2010-04-29 00:15:00
"486",2010,120,13.00625,2010-04-30 00:15:00
"487",2010,121,19.66875,2010-05-01 00:15:00
"488",2010,122,22.775,2010-05-02 00:15:00
"489",2010,123,19.4166666666667,2010-05-03 00:15:00
"490",2010,124,14.6927083333333,2010-05-04 00:15:00
"491",2010,125,16.1072916666667,2010-05-05 00:15:00
"492",2010,126,14.8864583333333,2010-05-06 00:15:00
"493",2010,127,12.178125,2010-05-07 00:15:00
"494",2010,128,9.28333333333333,2010-05-08 00:15:00
"495",2010,129,3.99895833333333,2010-05-09 00:15:00
